piece,voices_p6_up,voice_role_lo1_nim,start_measure,voices_p6_lo,cadence_final_tone,stop_measure,cadence_kind,cadence_kind_before,cadence_kind_after,cadence_final_tone_before,cadence_final_tone_after,phrase_length
"Vous me changez pour un aultre, madame",None,None,16,None,A,18,Authentic,CadInCad,Authentic,D,A,3
"Vous me changez pour un aultre, madame",None,None,16,None,A,18,CAD NDLT,CadInCad,Authentic,D,A,3
"Vous me changez pour un aultre, madame",None,None,12,None,D,13,CadInCad,Authentic+Authentic,Authentic+CAD NDLT,C+F,A+A,2
"Vous me changez pour un aultre, madame",None,None,11,None,F,12,Authentic,Authentic+Authentic,CadInCad,D+C,D,2
"Vous me changez pour un aultre, madame",None,None,10,None,C,11,Authentic,Authentic,Authentic+CadInCad,D,F+D,2
"Vous me changez pour un aultre, madame",None,None,8,None,D,8,Authentic,Phrygian+Authentic,Authentic+Authentic,A+D,C+F,1
"Vous me changez pour un aultre, madame",None,None,7,None,D,8,Authentic,Phrygian,Authentic,A,D,2
"Vous me changez pour un aultre, madame",None,None,4,None,A,4,Phrygian,None,Authentic+Authentic,None,D+D,1
Je me veulx tant a son vouloir offrir,None,None,22,None,D,23,Authentic,Plagal,Authentic,D,G,2
Je me veulx tant a son vouloir offrir,Ct,None,19,T,D,20,Plagal,Plagal,Authentic+Authentic,D,D+G,2
Je me veulx tant a son vouloir offrir,None,None,17,None,D,18,Plagal,CadInCad+Authentic,Plagal,F+F,D,2
Je me veulx tant a son vouloir offrir,None,None,16,None,F,17,Authentic,Authentic+CadInCad,Plagal,B-flat+F,D,2
Je me veulx tant a son vouloir offrir,None,None,12,None,D,13,NoCadence,Authentic+CadInCad+Authentic,Authentic+CadInCad,G+A+A,B-flat+F,2
Je me veulx tant a son vouloir offrir,None,None,15,None,F,16,CadInCad,NoCadence+Authentic,Authentic+Plagal,D+B-flat,F+D,2
Je me veulx tant a son vouloir offrir,None,None,11,None,A,12,CadInCad,Authentic,NoCadence,G,D,2
Je me veulx tant a son vouloir offrir,None,None,11,None,A,12,Authentic,Authentic,NoCadence,G,D,2
Je me veulx tant a son vouloir offrir,None,None,4,None,D,4,Authentic,Authentic+Plagal,Authentic,None+D,G,1
Je me veulx tant a son vouloir offrir,None,None,3,None,None,4,Authentic,None,Plagal+Authentic,None,D+D,2
Si ton plus grand plaisir n'est sinon d'estre tienne,None,None,47,None,G,48,Authentic,Authentic,None,G,None,2
Si ton plus grand plaisir n'est sinon d'estre tienne,None,None,41,None,G,42,Authentic,Authentic,Authentic,G,G,2
Si ton plus grand plaisir n'est sinon d'estre tienne,None,None,36,None,G,37,Authentic,Authentic,Authentic,G,G,2
Si ton plus grand plaisir n'est sinon d'estre tienne,None,None,31,None,G,32,Authentic,Authentic,Authentic,A,G,2
Si ton plus grand plaisir n'est sinon d'estre tienne,None,None,18,None,A,19,Authentic,Authentic,Authentic,G,G,2
Si ton plus grand plaisir n'est sinon d'estre tienne,None,None,6,None,G,7,Authentic,None,Authentic,None,A,2
Je sens l'affection/ Qui à moy se vient rendre,None,None,26,None,G,27,Authentic,Authentic,None,G,None,2
Je sens l'affection/ Qui à moy se vient rendre,None,None,24,None,G,25,Authentic,Authentic,Authentic,G,G,2
Je sens l'affection/ Qui à moy se vient rendre,None,None,22,None,G,23,Authentic,Authentic,Authentic,G,G,2
Je sens l'affection/ Qui à moy se vient rendre,None,None,15,None,G,16,Authentic,Authentic,Authentic,A,G,2
Je sens l'affection/ Qui à moy se vient rendre,None,None,9,None,A,10,Authentic,Authentic,Authentic,G,G,2
Je sens l'affection/ Qui à moy se vient rendre,None,None,5,None,G,6,Authentic,None,Authentic,None,A,2
Puisque fortune mal apprinse,None,None,28,None,F,29,Authentic,Authentic,None,C,None,2
Puisque fortune mal apprinse,None,None,17,None,C,18,Authentic,CAD NDLT,Authentic,F,F,2
Puisque fortune mal apprinse,None,None,13,None,F,13,CAD NDLT,Authentic,Authentic,F,C,1
Puisque fortune mal apprinse,None,None,8,None,F,9,Authentic,Phrygian,CAD NDLT,A,F,2
Puisque fortune mal apprinse,None,None,5,None,A,6,Phrygian,None,Authentic,None,F,2
Amour et mort par trop grand avantage,None,None,58,None,F,59,Authentic,CAD NDLT,None,C,None,2
Amour et mort par trop grand avantage,None,None,46,None,C,47,CAD NDLT,Phrygian,Authentic,A,F,2
Amour et mort par trop grand avantage,None,None,42,None,A,43,Phrygian,Authentic,CAD NDLT,G,C,2
Amour et mort par trop grand avantage,None,None,38,None,G,39,Authentic,Authentic,Phrygian,F,A,2
Amour et mort par trop grand avantage,None,None,33,None,F,34,Authentic,Authentic,Authentic,C,G,2
Amour et mort par trop grand avantage,None,None,26,None,C,27,Authentic,Authentic,Authentic,F,F,2
Amour et mort par trop grand avantage,None,None,21,None,F,22,Authentic,Plagal,Authentic,A,C,2
Amour et mort par trop grand avantage,None,None,16,None,A,17,Plagal,Authentic,Authentic,F,F,2
Amour et mort par trop grand avantage,None,None,8,None,F,9,Authentic,Plagal,Plagal,C,A,2
Amour et mort par trop grand avantage,None,None,4,None,C,5,Plagal,None,Authentic,None,F,2
Mauldict soit-il qui jamays aymera,None,None,42,None,F,43,Authentic,CAD NDLT,None,C,None,2
Mauldict soit-il qui jamays aymera,None,None,33,None,C,33,CAD NDLT,Phrygian,Authentic,A,F,1
Mauldict soit-il qui jamays aymera,None,None,28,None,A,29,Phrygian,Authentic,CAD NDLT,G,C,2
Mauldict soit-il qui jamays aymera,None,None,24,None,G,25,Authentic,Authentic,Phrygian,C,A,2
Mauldict soit-il qui jamays aymera,None,None,20,None,C,21,Authentic,Authentic,Authentic,F,G,2
Mauldict soit-il qui jamays aymera,None,None,15,None,F,16,Authentic,Authentic,Authentic,F,C,2
Mauldict soit-il qui jamays aymera,None,None,11,None,F,12,Authentic,Authentic,Authentic,C,F,2
Mauldict soit-il qui jamays aymera,None,None,4,None,C,5,Authentic,None,Authentic,None,F,2
Si je me plains ce n'est sans apparence,None,None,31,None,F,32,Authentic,Authentic,None,C,None,2
Si je me plains ce n'est sans apparence,None,None,18,None,C,19,Authentic,Phrygian,Authentic,A,C,2
Si je me plains ce n'est sans apparence,None,None,23,None,C,24,Authentic,Authentic,Authentic,C,F,2
Si je me plains ce n'est sans apparence,None,None,15,None,A,16,Phrygian,Authentic,Authentic,F,C,2
Si je me plains ce n'est sans apparence,None,None,9,None,F,10,Authentic,None,Phrygian,None,A,2
J'ay d'un costé l'honneur tant estimé,None,None,31,None,F,32,Authentic,Authentic,None,G,None,2
J'ay d'un costé l'honneur tant estimé,None,None,26,None,G,27,Authentic,Plagal,Authentic,D,F,2
J'ay d'un costé l'honneur tant estimé,None,None,21,None,D,21,Plagal,Authentic,Authentic,C,G,1
J'ay d'un costé l'honneur tant estimé,None,None,16,None,C,17,Authentic,Authentic,Plagal,F,D,2
J'ay d'un costé l'honneur tant estimé,None,None,12,None,F,13,Authentic,Authentic,Authentic,C,C,2
J'ay d'un costé l'honneur tant estimé,None,None,6,None,C,6,Authentic,Authentic,Authentic,C,F,1
J'ay d'un costé l'honneur tant estimé,None,None,5,None,C,6,Authentic,None,Authentic,None,C,2
Vrais amateurs du plaisir de Vénus,None,None,41,None,A,42,Authentic,Authentic+Authentic,None,G+C,None,2
Vrais amateurs du plaisir de Vénus,None,None,34,None,G,35,Authentic,Phrygian,Authentic,E,A,2
Vrais amateurs du plaisir de Vénus,None,None,34,None,C,35,Authentic,Phrygian,Authentic,E,A,2
Vrais amateurs du plaisir de Vénus,None,None,29,None,E,30,Phrygian,Authentic,Authentic+Authentic,A,G+C,2
Vrais amateurs du plaisir de Vénus,None,None,24,None,A,25,Authentic,CAD NDLT,Phrygian,C,E,2
Vrais amateurs du plaisir de Vénus,None,None,22,None,C,23,CAD NDLT,Authentic,Authentic,C,A,2
Vrais amateurs du plaisir de Vénus,None,None,15,None,C,16,Authentic,Authentic,CAD NDLT,A,C,2
Vrais amateurs du plaisir de Vénus,None,None,11,None,A,11,Authentic,Authentic+Authentic,Authentic,A+A,C,1
Vrais amateurs du plaisir de Vénus,None,None,10,None,A,11,Authentic,Authentic,Authentic,A,A,2
Vrais amateurs du plaisir de Vénus,None,None,5,None,A,6,Authentic,None,Authentic+Authentic,None,A+A,2
Qu'est-ce que fait celui qui se marie,None,None,45,None,A,45,Authentic,Authentic,None,A,None,1
Qu'est-ce que fait celui qui se marie,None,None,40,None,A,40,Authentic,Plagal,Authentic,A,A,1
Qu'est-ce que fait celui qui se marie,None,None,40,None,A,41,Authentic,Plagal+Authentic,Authentic,A+A,A,2
Qu'est-ce que fait celui qui se marie,None,None,34,None,A,35,Plagal,Authentic,Plagal,A,A,2
Qu'est-ce que fait celui qui se marie,None,None,35,None,A,35,Plagal,Authentic+Plagal,Authentic+Authentic,A+A,A+A,1
Qu'est-ce que fait celui qui se marie,None,None,24,None,A,25,Authentic,Plagal,Plagal+Plagal,G,A+A,2
Qu'est-ce que fait celui qui se marie,None,None,17,None,G,17,Plagal,Authentic,Authentic,A,A,1
Qu'est-ce que fait celui qui se marie,None,None,13,None,A,14,Authentic,Authentic,Plagal,A,G,2
Qu'est-ce que fait celui qui se marie,None,None,5,None,A,6,Authentic,None,Authentic,None,A,2
"Maistre Ambrelin, confesseur de nonettes",None,None,38,None,A,39,Authentic,Authentic,None,C,None,2
"Maistre Ambrelin, confesseur de nonettes",None,None,33,None,C,33,Authentic,Phrygian,Authentic,E,A,1
"Maistre Ambrelin, confesseur de nonettes",None,None,29,None,E,30,Phrygian,Plagal,Authentic,E,C,2
"Maistre Ambrelin, confesseur de nonettes",None,None,26,None,E,26,Plagal,CadInCad+Authentic,Phrygian,G+D,E,1
"Maistre Ambrelin, confesseur de nonettes",None,None,21,None,G,22,CadInCad,Phrygian,Plagal,E,E,2
"Maistre Ambrelin, confesseur de nonettes",None,None,21,None,D,21,Authentic,Phrygian,Plagal,E,E,1
"Maistre Ambrelin, confesseur de nonettes",None,None,18,None,E,19,Phrygian,Plagal,CadInCad+Authentic,E,G+D,2
"Maistre Ambrelin, confesseur de nonettes",None,None,7,None,E,8,Plagal,Plagal,Phrygian,A,E,2
"Maistre Ambrelin, confesseur de nonettes",None,None,4,None,A,4,Plagal,None,Plagal,None,E,1
Quelle prison au monde est plus cruelle,None,None,30,None,A,31,Authentic,Phrygian,None,E,None,2
Quelle prison au monde est plus cruelle,None,None,20,None,E,21,Phrygian,Authentic,Authentic,C,A,2
Quelle prison au monde est plus cruelle,None,None,17,None,C,17,Authentic,Authentic+Authentic,Phrygian,A+C,E,1
Quelle prison au monde est plus cruelle,None,None,16,None,C,17,Authentic,Authentic,Authentic,A,C,2
Quelle prison au monde est plus cruelle,None,None,9,None,A,10,Authentic,Phrygian,Authentic+Authentic,E,C+C,2
Quelle prison au monde est plus cruelle,None,None,5,None,E,6,Phrygian,None,Authentic,None,A,2
Trop justement je forme une complainte,None,None,48,None,A,48,Authentic,Authentic,None,A,None,1
Trop justement je forme une complainte,None,None,44,None,A,45,Authentic,Authentic,Authentic,None,A,2
Trop justement je forme une complainte,None,None,39,None,None,40,Authentic,Authentic,Authentic,C,A,2
Trop justement je forme une complainte,None,None,35,None,C,36,Authentic,Authentic,Authentic,C,None,2
Trop justement je forme une complainte,None,None,31,None,C,32,Authentic,Authentic,Authentic,A,C,2
Trop justement je forme une complainte,None,None,29,None,A,30,Authentic,Phrygian+Authentic,Authentic,E+A,C,2
Trop justement je forme une complainte,None,None,28,None,A,29,Authentic,Phrygian,Authentic,E,A,2
Trop justement je forme une complainte,None,None,23,None,E,24,Phrygian,Authentic+Phrygian,Authentic+Authentic,C+E,A+A,2
Trop justement je forme une complainte,None,None,22,None,E,22,Phrygian,Authentic,Phrygian,C,E,1
Trop justement je forme une complainte,None,None,17,None,C,17,Authentic,Authentic,Phrygian+Phrygian,A,E+E,1
Trop justement je forme une complainte,None,None,12,None,A,12,Authentic,Authentic,Authentic,C,C,1
Trop justement je forme une complainte,None,None,8,None,C,8,Authentic,Phrygian+Authentic,Authentic,E+C,A,1
Trop justement je forme une complainte,None,None,7,None,C,8,Authentic,Phrygian,Authentic,E,C,2
Trop justement je forme une complainte,None,None,5,None,E,6,Phrygian,None,Authentic+Authentic,None,C+C,2
"Helas mon cœur (mon œil), n'as tu pas trop grand tort",None,None,43,None,D,44,Authentic,Authentic,None,D,None,2
"Helas mon cœur (mon œil), n'as tu pas trop grand tort",None,None,38,None,D,39,Authentic,Authentic,Authentic,A,D,2
"Helas mon cœur (mon œil), n'as tu pas trop grand tort",None,None,31,None,A,32,Authentic,Authentic,Authentic,F,D,2
"Helas mon cœur (mon œil), n'as tu pas trop grand tort",None,None,25,None,F,26,Authentic,Authentic+Phrygian,Authentic,A+A,A,2
"Helas mon cœur (mon œil), n'as tu pas trop grand tort",None,None,20,None,A,21,Authentic,Authentic,Authentic,A,F,2
"Helas mon cœur (mon œil), n'as tu pas trop grand tort",None,None,20,None,A,21,Phrygian,Authentic,Authentic,A,F,2
"Helas mon cœur (mon œil), n'as tu pas trop grand tort",None,None,16,None,A,16,Authentic,Authentic+Authentic,Authentic+Phrygian,D+A,A+A,1
"Helas mon cœur (mon œil), n'as tu pas trop grand tort",None,None,15,None,A,16,Authentic,Authentic,Authentic,D,A,2
"Helas mon cœur (mon œil), n'as tu pas trop grand tort",None,None,11,None,D,12,Authentic,CadInCad,Authentic+Authentic,None,A+A,2
"Helas mon cœur (mon œil), n'as tu pas trop grand tort",None,None,5,None,None,6,CadInCad,None,Authentic,None,D,2
Comme l'aymant par sa vertu latente,None,None,42,None,D,43,Authentic,Authentic,None,D,None,2
Comme l'aymant par sa vertu latente,None,None,35,None,D,36,Authentic,Authentic,Authentic,F,D,2
Comme l'aymant par sa vertu latente,None,None,27,None,F,28,Authentic,Phrygian,Authentic,A,D,2
Comme l'aymant par sa vertu latente,None,None,23,None,A,24,Phrygian,Authentic,Authentic,D,F,2
Comme l'aymant par sa vertu latente,None,None,21,None,D,22,Authentic,Phrygian,Phrygian,E,A,2
Comme l'aymant par sa vertu latente,None,None,16,None,E,17,Phrygian,Authentic,Authentic,D,D,2
Comme l'aymant par sa vertu latente,None,None,14,None,D,15,Authentic,Authentic,Phrygian,D,E,2
Comme l'aymant par sa vertu latente,None,None,7,None,D,8,Authentic,None,Authentic,None,D,2
L'autre jour jouer m'aloye/ Parmi ces champs ,None,None,17,None,G,18,Authentic,Authentic,None,D,None,2
L'autre jour jouer m'aloye/ Parmi ces champs ,None,None,17,None,G,18,CadInCad,Authentic,None,D,None,2
L'autre jour jouer m'aloye/ Parmi ces champs ,None,None,13,None,None,14,NoCadence,NoCadence,Authentic,None,D,2
L'autre jour jouer m'aloye/ Parmi ces champs ,None,None,14,None,D,15,Authentic,NoCadence+NoCadence,Authentic+CadInCad,None+None,G+G,2
L'autre jour jouer m'aloye/ Parmi ces champs ,None,None,9,None,C,10,Plagal,NoCadence+Plagal,NoCadence,None+G,None,2
L'autre jour jouer m'aloye/ Parmi ces champs ,None,None,10,None,None,10,NoCadence,NoCadence+Plagal+Plagal,NoCadence+Authentic,None+G+C,None+D,1
L'autre jour jouer m'aloye/ Parmi ces champs ,None,None,6,None,C,7,CAD NDLT,NoCadence,NoCadence+Plagal,None,None+G,2
L'autre jour jouer m'aloye/ Parmi ces champs ,None,None,7,None,None,8,NoCadence,NoCadence+CAD NDLT,Plagal+NoCadence,None+C,C+None,2
L'autre jour jouer m'aloye/ Parmi ces champs ,None,None,7,None,G,8,Plagal,NoCadence+CAD NDLT,Plagal+NoCadence,None+C,C+None,2
L'autre jour jouer m'aloye/ Parmi ces champs ,None,None,3,None,C,4,CAD NDLT,None,NoCadence,None,None,2
L'autre jour jouer m'aloye/ Parmi ces champs ,None,None,4,None,None,4,NoCadence,CAD NDLT+CAD NDLT,CAD NDLT+NoCadence+Plagal,C+C,C+None+G,1
L'autre jour jouer m'aloye/ Parmi ces champs ,S,None,3,T,C,4,CAD NDLT,None,NoCadence,None,None,2
Si la promesse m'est tenue,None,None,17,None,G,18,Authentic,Authentic+CadInCad+Authentic,None,B-flat+B-flat+B-flat,None,2
Si la promesse m'est tenue,None,None,12,None,B-flat,14,Authentic,Authentic,Authentic,D,G,3
Si la promesse m'est tenue,None,None,12,None,B-flat,14,CadInCad,Authentic,Authentic,D,G,3
Si la promesse m'est tenue,None,None,13,None,B-flat,13,Authentic,Authentic+CadInCad,Authentic,D+B-flat,G,1
Si la promesse m'est tenue,None,None,12,None,B-flat,13,CadInCad,Authentic,Authentic,D,B-flat,2
Si la promesse m'est tenue,None,None,6,None,D,7,Authentic,Authentic,Authentic+CadInCad+CadInCad+Authentic,G,B-flat+B-flat+B-flat+B-flat,2
Si la promesse m'est tenue,None,None,3,None,G,4,Authentic,None,Authentic,None,D,2
Mars et Amour font ensemble alliance,None,None,45,None,G,46,Authentic,Authentic+Authentic,None,None+G,None,2
Mars et Amour font ensemble alliance,None,None,44,None,G,45,Authentic,Authentic,Authentic,None,G,2
Mars et Amour font ensemble alliance,None,None,37,None,D,38,Authentic,Authentic,Authentic,B-flat,None,2
Mars et Amour font ensemble alliance,None,None,38,None,None,38,Authentic,Authentic+Authentic,Authentic+Authentic,B-flat+D,G+G,1
Mars et Amour font ensemble alliance,None,None,31,None,B-flat,32,Authentic,Phrygian,Authentic+Authentic,D,D+None,2
Mars et Amour font ensemble alliance,None,None,25,None,D,26,Phrygian,Authentic,Authentic,G,B-flat,2
Mars et Amour font ensemble alliance,None,None,10,None,G,11,Authentic,Authentic,Phrygian,B-flat,D,2
Mars et Amour font ensemble alliance,None,None,5,None,B-flat,6,Authentic,None,Authentic,None,G,2
Vive sera pour jamais n'estre morte,None,None,18,None,D,19,Authentic,Phrygian,CadInCad,A,D,2
Vive sera pour jamais n'estre morte,None,None,19,None,D,20,CadInCad,Phrygian+Authentic,None,A+D,None,2
Vive sera pour jamais n'estre morte,None,None,15,None,A,15,Phrygian,Authentic+Phrygian,Authentic+CadInCad,G+A,D+D,1
Vive sera pour jamais n'estre morte,None,None,14,None,A,15,Phrygian,Authentic,Phrygian,G,A,2
Vive sera pour jamais n'estre morte,None,None,10,None,G,11,Authentic,Authentic,Phrygian+Phrygian,B-flat,A+A,2
Vive sera pour jamais n'estre morte,None,None,7,None,B-flat,8,Authentic,Plagal+Phrygian,Authentic,D+D,G,2
Vive sera pour jamais n'estre morte,None,None,5,None,D,6,Plagal,None,Authentic,None,B-flat,2
Vive sera pour jamais n'estre morte,None,None,5,None,D,6,Phrygian,None,Authentic,None,B-flat,2
La volunté si longtemps endormie,None,None,32,None,G,33,Authentic,Authentic,None,B-flat,None,2
La volunté si longtemps endormie,None,None,28,None,B-flat,29,Authentic,Authentic,Authentic,G,G,2
La volunté si longtemps endormie,None,None,21,None,G,22,Authentic,Authentic,Authentic,G,B-flat,2
La volunté si longtemps endormie,None,None,16,None,G,17,Authentic,Authentic,Authentic,G,G,2
La volunté si longtemps endormie,None,None,11,None,G,12,Authentic,Phrygian+Phrygian,Authentic,D+D,G,2
La volunté si longtemps endormie,None,None,9,None,D,10,Phrygian,Authentic,Phrygian+Authentic,B-flat,D+G,2
La volunté si longtemps endormie,None,None,10,None,D,10,Phrygian,Authentic+Phrygian,Authentic,B-flat+D,G,1
La volunté si longtemps endormie,None,None,6,None,B-flat,7,Authentic,None,Phrygian+Phrygian,None,D+D,2
L'enfant Amour n'a plus son arc estrangé,None,None,35,None,G,36,Authentic,Authentic,None,D,None,2
L'enfant Amour n'a plus son arc estrangé,None,None,30,None,D,31,Authentic,Phrygian,Authentic,A,G,2
L'enfant Amour n'a plus son arc estrangé,None,None,24,None,A,25,Phrygian,Authentic,Authentic,G,D,2
L'enfant Amour n'a plus son arc estrangé,None,None,20,None,G,21,Authentic,Phrygian+Authentic,Phrygian,D+G,A,2
L'enfant Amour n'a plus son arc estrangé,None,None,19,None,G,20,Authentic,Phrygian,Authentic,D,G,2
L'enfant Amour n'a plus son arc estrangé,None,None,17,None,D,18,Phrygian,Authentic+Authentic,Authentic+Authentic,G+G,G+G,2
L'enfant Amour n'a plus son arc estrangé,None,None,10,None,G,12,Authentic,Authentic,Phrygian,B-flat,D,3
L'enfant Amour n'a plus son arc estrangé,None,None,11,None,G,12,Authentic,Authentic,Phrygian,B-flat,D,2
L'enfant Amour n'a plus son arc estrangé,None,None,7,None,B-flat,8,Authentic,Authentic,Authentic+Authentic,B-flat,G+G,2
